,name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,extracted_ghz,brand,final_family,model_only,socket_final,category_final,speed_ghz,turbo_ghz,cost_per_rank_point,cost_per_core
1504,Intel Celeron G4920 @ 3.20GHz,126.89,54.0,2018-08-01,FCLGA1151-2,Desktop,3200.0,,1,2,1,2032,12,3.2,Intel,Intel Celeron,Celeron G4920,LGA11512,Desktop,3.2,,0.06244586614173228,63.4
1505,Intel Celeron G4930 @ 3.20GHz,52.99,54.0,2019-09-01,FCLGA1151-2,Desktop,3200.0,,1,2,1,1960,15,3.2,Intel,Intel Celeron,Celeron G4930,LGA11512,Desktop,3.2,,0.027035714285714288,26.5
1506,Intel Celeron G4930T @ 3.00GHz,42.0,35.0,2020-07-01,FCLGA1151,Desktop,3000.0,,1,2,1,2105,9,3.0,Intel,Intel Celeron,Celeron G4930T,LGA1151,Desktop,3.0,,0.019952494061757718,21.0
1507,Intel Celeron G4950 @ 3.30GHz,119.99,54.0,2021-03-01,FCLGA1151,Desktop,3300.0,,1,2,1,1903,1,3.3,Intel,Intel Celeron,Celeron G4950,LGA1151,Desktop,3.3,,0.06305307409353651,60.0
1508,Intel Celeron G530 @ 2.40GHz,24.99,65.0,2011-09-01,LGA1155,Desktop,2400.0,,1,2,1,2880,441,2.4,Intel,Intel Celeron,Celeron G530,LGA1155,Desktop,2.4,,0.008677083333333334,12.5
1509,Intel Celeron G530T @ 2.00GHz,16.99,35.0,2011-01-01,LGA1155,Desktop,2000.0,,1,2,1,2933,4,2.0,Intel,Intel Celeron,Celeron G530T,LGA1155,Desktop,2.0,,0.005792703716331401,8.5
1510,Intel Celeron G540 @ 2.50GHz,11.03,65.0,2011-10-01,LGA1155,Desktop,2500.0,,1,2,1,2860,192,2.5,Intel,Intel Celeron,Celeron G540,LGA1155,Desktop,2.5,,0.0038566433566433562,5.5
1511,Intel Celeron G540T @ 2.10GHz,,35.0,2012-07-01,LGA1155,Desktop,2100.0,,1,2,1,2856,5,2.1,Intel,Intel Celeron,Celeron G540T,LGA1155,Desktop,2.1,,,
1512,Intel Celeron G550 @ 2.60GHz,49.0,65.0,2012-07-01,LGA1155,Desktop,2600.0,,1,2,1,2778,249,2.6,Intel,Intel Celeron,Celeron G550,LGA1155,Desktop,2.6,,0.017638588912886968,24.5
1513,Intel Celeron G550T @ 2.20GHz,,35.0,2014-08-01,LGA1155,Desktop,2200.0,,1,2,1,2886,7,2.2,Intel,Intel Celeron,Celeron G550T,LGA1155,Desktop,2.2,,,
1514,Intel Celeron G555 @ 2.70GHz,53.98,65.0,2012-01-01,LGA1155,Desktop,2700.0,,1,2,1,2737,13,2.7,Intel,Intel Celeron,Celeron G555,LGA1155,Desktop,2.7,,0.019722323712093533,27.0
1515,Intel Celeron G5900 @ 3.40GHz,72.49,58.0,2020-06-01,FCLGA1200,Desktop,3400.0,,1,2,1,1914,16,3.4,Intel,Intel Celeron,Celeron G5900,LGA1200,Desktop,3.4,,0.037873563218390804,36.2
1516,Intel Celeron G5900T @ 3.20GHz,42.0,35.0,2021-10-01,FCLGA1200,Desktop,3200.0,,1,2,1,1942,2,3.2,Intel,Intel Celeron,Celeron G5900T,LGA1200,Desktop,3.2,,0.021627188465499485,21.0
1517,Intel Celeron G5905 @ 3.50GHz,36.99,58.0,2020-09-01,FCLGA1200,Desktop,3500.0,,1,2,1,1857,43,3.5,Intel,Intel Celeron,Celeron G5905,LGA1200,Desktop,3.5,,0.019919224555735058,18.5
1518,Intel Celeron G5905T @ 3.30GHz,42.0,35.0,2021-05-01,FCLGA1200,Desktop,3300.0,,1,2,1,2220,10,3.3,Intel,Intel Celeron,Celeron G5905T,LGA1200,Desktop,3.3,,0.01891891891891892,21.0
1519,Intel Celeron G5920 @ 3.50GHz,53.0,58.0,2020-12-01,FCLGA1200,Desktop,3500.0,,1,2,1,1994,3,3.5,Intel,Intel Celeron,Celeron G5920,LGA1200,Desktop,3.5,,0.02657973921765296,26.5
1520,Intel Celeron G5925 @ 3.60GHz,64.99,58.0,2021-06-01,FCLGA1200,Desktop,3600.0,,1,2,1,1899,5,3.6,Intel,Intel Celeron,Celeron G5925,LGA1200,Desktop,3.6,,0.03422327540810953,32.5
1521,Intel Celeron G6900,98.99,46.0,2022-01-01,"LGA1700,BGA1700",Desktop,3400.0,,1,2,1,1420,10,,Intel,Intel Celeron,Celeron G6900,"LGA1700,BGA1700",Desktop,3.4,,0.0697112676056338,49.5
1522,Intel Celeron G6900T,42.0,35.0,2022-07-01,FCLGA1700,Desktop,2800.0,,1,2,1,1507,1,,Intel,Intel Celeron,Celeron G6900T,LGA1700,Desktop,2.8,,0.027869940278699403,21.0
1523,Intel Celeron J1750 @ 2.41GHz,,10.0,2014-04-01,FCBGA1170,Desktop,2410.0,,1,2,1,3397,5,2.41,Intel,Intel Celeron,Celeron J1750,FCBGA1170,Desktop,2.41,,,
1524,Intel Celeron J1800 @ 2.41GHz,,10.0,2014-02-01,FCBGA1170,Desktop,2410.0,2580.0,1,2,1,3413,328,2.41,Intel,Intel Celeron,Celeron J1800,FCBGA1170,Desktop,2.41,2.58,,
1525,Intel Celeron J1850 @ 1.99GHz,,10.0,2013-10-01,FCBGA1170,Desktop,1990.0,,1,4,1,3035,4,1.99,Intel,Intel Celeron,Celeron J1850,FCBGA1170,Desktop,1.99,,,
1526,Intel Celeron J1900 @ 1.99GHz,,10.0,2014-01-01,FCBGA1170,Desktop,1990.0,2410.0,1,4,1,2846,701,1.99,Intel,Intel Celeron,Celeron J1900,FCBGA1170,Desktop,1.99,2.41,,
1527,Intel Celeron J3060 @ 1.60GHz,,6.0,2016-08-01,BGA1170,Desktop,1600.0,2480.0,1,2,1,3315,91,1.6,Intel,Intel Celeron,Celeron J3060,BGA1170,Desktop,1.6,2.48,,
1528,Intel Celeron J3160 @ 1.60GHz,,6.0,2016-05-01,BGA1170,Desktop,1600.0,2240.0,1,4,1,2759,81,1.6,Intel,Intel Celeron,Celeron J3160,BGA1170,Desktop,1.6,2.24,,
1529,Intel Celeron J3355 @ 2.00GHz,,10.0,2017-02-01,FCBGA1296,"Desktop, Laptop",2000.0,2500.0,1,2,1,2811,48,2.0,Intel,Intel Celeron,Celeron J3355,FCBGA1296,Laptop,2.0,2.5,,
1530,Intel Celeron J3455 @ 1.50GHz,349.0,10.0,2016-10-01,FCBGA1296,Desktop,1500.0,2300.0,1,4,1,2125,389,1.5,Intel,Intel Celeron,Celeron J3455,FCBGA1296,Desktop,1.5,2.3,0.16423529411764706,87.2
1531,Intel Celeron J3455E @ 1.50GHz,,10.0,2020-08-01,FCBGA1296,Desktop,1500.0,2300.0,1,4,1,2170,9,1.5,Intel,Intel Celeron,Celeron J3455E,FCBGA1296,Desktop,1.5,2.3,,
1532,Intel Celeron J4005 @ 2.00GHz,168.75,10.0,2018-02-01,FCBGA1090,Desktop,2000.0,2700.0,1,2,1,2514,65,2.0,Intel,Intel Celeron,Celeron J4005,FCBGA1090,Desktop,2.0,2.7,0.06712410501193318,84.4
1533,Intel Celeron J4025 @ 2.00GHz,,10.0,2020-02-01,FCBGA1090,Desktop,2000.0,2900.0,1,2,1,2449,17,2.0,Intel,Intel Celeron,Celeron J4025,FCBGA1090,Desktop,2.0,2.9,,
1534,Intel Celeron J4105 @ 1.50GHz,107.0,10.0,2018-01-01,FCBGA1090,Desktop,1500.0,2500.0,1,4,1,1840,178,1.5,Intel,Intel Celeron,Celeron J4105,FCBGA1090,Desktop,1.5,2.5,0.058152173913043476,26.8
1535,Intel Celeron J4115 @ 1.80GHz,,0.0,2020-03-01,Unknown,Desktop,1800.0,2500.0,1,4,1,1906,59,1.8,Intel,Intel Celeron,Celeron J4115,Unknown,Desktop,1.8,2.5,,
1536,Intel Celeron J4125 @ 2.00GHz,,10.0,2020-02-01,FCBGA1090,Desktop,2000.0,2700.0,1,4,1,1797,342,2.0,Intel,Intel Celeron,Celeron J4125,FCBGA1090,Desktop,2.0,2.7,,
1537,Intel Celeron J6412 @ 2.00GHz,54.0,10.0,2021-08-01,FCBGA1493,Mobile/Embedded,2000.0,2600.0,1,4,1,1523,32,2.0,Intel,Intel Celeron,Celeron J6412,FCBGA1493,Embedded/IoT,2.0,2.6,0.03545633617859488,13.5
1538,Intel Celeron J6413 @ 1.80GHz,,10.0,2021-02-01,FCBGA1296,Mobile/Embedded,1800.0,3000.0,1,4,1,1468,3,1.8,Intel,Intel Celeron,Celeron J6413,FCBGA1296,Embedded/IoT,1.8,3.0,,
1539,Intel Celeron M 1.00GHz,13.99,0.0,2009-02-01,Unknown,Laptop,1000.0,,1,1,1,3949,4,,Intel,Intel Celeron,Celeron M,Unknown,Laptop,1.0,,0.003542669030134211,14.0
1540,Intel Celeron M 1.30GHz,,0.0,2009-03-01,Unknown,Laptop,1300.0,,1,1,1,3864,8,,Intel,Intel Celeron,Celeron M,Unknown,Laptop,1.3,,,
1541,Intel Celeron M 1.50GHz,,21.0,2009-03-01,"PPGA478, H-PBGA4",Laptop,1500.0,,1,1,1,3852,63,,Intel,Intel Celeron,Celeron M,"PPGA478,HPBGA4",Laptop,1.5,,,
1542,Intel Celeron M 1.60GHz,,0.0,2009-03-01,Unknown,Laptop,1600.0,,1,1,1,3889,44,,Intel,Intel Celeron,Celeron M,Unknown,Laptop,1.6,,,
1543,Intel Celeron M 1.70GHz,,0.0,2009-03-01,Unknown,Laptop,1700.0,,1,1,1,3797,14,,Intel,Intel Celeron,Celeron M,Unknown,Laptop,1.7,,,
1544,Intel Celeron M 1300MHz,,0.0,2009-04-01,Unknown,Laptop,1300.0,,1,1,1,3876,5,,Intel,Intel Celeron,Celeron M,Unknown,Laptop,1.3,,,
1545,Intel Celeron M 1500MHz,,0.0,2009-03-01,Unknown,Laptop,1500.0,,1,1,1,3851,5,,Intel,Intel Celeron,Celeron M,Unknown,Laptop,1.5,,,
1546,Intel Celeron M 360 1.40GHz,,21.0,2008-12-01,"H-PBGA479, PPGA4",Laptop,1400.0,,1,1,1,3848,37,,Intel,Intel Celeron,Celeron M 360,"HPBGA479,PPGA4",Laptop,1.4,,,
1547,Intel Celeron M 410 @ 1.46GHz,,27.0,2009-03-01,PPGA478,Laptop,1460.0,,1,1,1,3977,45,1.46,Intel,Intel Celeron,Celeron M 410,PPGA478,Laptop,1.46,,,
1548,Intel Celeron M 420 @ 1.60GHz,,27.0,2009-02-01,PPGA478,Laptop,1600.0,,1,1,1,3961,34,1.6,Intel,Intel Celeron,Celeron M 420,PPGA478,Laptop,1.6,,,
1549,Intel Celeron M 430 @ 1.73GHz,,27.0,2009-02-01,PPGA478,Laptop,1730.0,,1,1,1,3919,63,1.73,Intel,Intel Celeron,Celeron M 430,PPGA478,Laptop,1.73,,,
1550,Intel Celeron M 440 @ 1.86GHz,,27.0,2008-12-01,"PBGA479, PPGA478",Laptop,1860.0,,1,1,1,3918,50,1.86,Intel,Intel Celeron,Celeron M 440,"PBGA479,PPGA478",Laptop,1.86,,,
1551,Intel Celeron M 443 @ 1.20GHz,,5.5,2009-03-01,PBGA479,Laptop,1200.0,,1,1,1,3974,2,1.2,Intel,Intel Celeron,Celeron M 443,PBGA479,Laptop,1.2,,,
1552,Intel Celeron M 450 @ 2.00GHz,,27.0,2009-11-01,PPGA478,Laptop,2000.0,,1,1,1,3838,6,2.0,Intel,Intel Celeron,Celeron M 450,PPGA478,Laptop,2.0,,,
1553,Intel Celeron M 520 @ 1.60GHz,,30.0,2008-11-01,PPGA478,Laptop,1600.0,,1,1,1,3853,67,1.6,Intel,Intel Celeron,Celeron M 520,PPGA478,Laptop,1.6,,,
1554,Intel Celeron M 530 @ 1.73GHz,,30.0,2009-03-01,"PBGA479, PPGA478",Laptop,1730.0,,1,1,1,3744,26,1.73,Intel,Intel Celeron,Celeron M 530,"PBGA479,PPGA478",Laptop,1.73,,,
1555,Intel Celeron M 723 @ 1.20GHz,,10.0,2009-10-01,BGA956,Laptop,1200.0,,1,1,1,3780,7,1.2,Intel,Intel Celeron,Celeron M 723,BGA956,Laptop,1.2,,,
1556,Intel Celeron M 900MHz,,0.0,2009-02-01,Unknown,Laptop,900.0,,1,1,1,3978,13,,Intel,Intel Celeron,Celeron M,Unknown,Laptop,0.9,,,
1557,Intel Celeron N2805 @ 1.46GHz,,4.3,2013-11-01,FCBGA1170,Laptop,1460.0,,1,2,1,3681,37,1.46,Intel,Intel Celeron,Celeron N2805,FCBGA1170,Laptop,1.46,,,
1558,Intel Celeron N2806 @ 1.60GHz,,4.5,2014-02-01,FCBGA1170,Laptop,1600.0,2000.0,1,2,1,3512,37,1.6,Intel,Intel Celeron,Celeron N2806,FCBGA1170,Laptop,1.6,2.0,,
1559,Intel Celeron N2807 @ 1.58GHz,,4.3,2014-06-01,FCBGA1170,Laptop,1580.0,2160.0,1,2,1,3531,124,1.58,Intel,Intel Celeron,Celeron N2807,FCBGA1170,Laptop,1.58,2.16,,
1560,Intel Celeron N2808 @ 1.58GHz,,4.5,2015-03-01,FCBGA1170,Laptop,1580.0,2250.0,1,2,1,3510,52,1.58,Intel,Intel Celeron,Celeron N2808,FCBGA1170,Laptop,1.58,2.25,,
1561,Intel Celeron N2810 @ 2.00GHz,139.99,7.5,2013-12-01,FCBGA1170,Laptop,2000.0,,1,2,1,3575,30,2.0,Intel,Intel Celeron,Celeron N2810,FCBGA1170,Laptop,2.0,,0.03915804195804196,70.0
1562,Intel Celeron N2815 @ 1.86GHz,,7.5,2014-02-01,FCBGA1170,Laptop,1860.0,2130.0,1,2,1,3502,98,1.86,Intel,Intel Celeron,Celeron N2815,FCBGA1170,Laptop,1.86,2.13,,
1563,Intel Celeron N2820 @ 2.13GHz,225.0,7.5,2014-01-01,FCBGA1170,Laptop,2130.0,2390.0,1,2,1,3518,226,2.13,Intel,Intel Celeron,Celeron N2820,FCBGA1170,Laptop,2.13,2.39,0.06395679363274588,112.5
1564,Intel Celeron N2830 @ 2.16GHz,149.99,7.5,2014-04-01,FCBGA1170,Laptop,2160.0,2410.0,1,2,1,3456,793,2.16,Intel,Intel Celeron,Celeron N2830,FCBGA1170,Laptop,2.16,2.41,0.04339988425925926,75.0
1565,Intel Celeron N2840 @ 2.16GHz,,7.0,2014-10-01,FCBGA1170,Laptop,2160.0,2580.0,1,2,1,3418,1413,2.16,Intel,Intel Celeron,Celeron N2840,FCBGA1170,Laptop,2.16,2.58,,
1566,Intel Celeron N2910 @ 1.60GHz,,7.5,2013-11-01,FCBGA1170,Laptop,1600.0,,1,4,1,3204,21,1.6,Intel,Intel Celeron,Celeron N2910,FCBGA1170,Laptop,1.6,,,
1567,Intel Celeron N2920 @ 1.86GHz,,7.5,2014-01-01,FCBGA1170,Laptop,1860.0,2000.0,1,4,1,3055,163,1.86,Intel,Intel Celeron,Celeron N2920,FCBGA1170,Laptop,1.86,2.0,,
1568,Intel Celeron N2930 @ 1.83GHz,,7.5,2014-06-01,FCBGA1170,Laptop,1830.0,2160.0,1,4,1,2979,270,1.83,Intel,Intel Celeron,Celeron N2930,FCBGA1170,Laptop,1.83,2.16,,
1569,Intel Celeron N2940 @ 1.83GHz,,7.5,2014-09-01,FCBGA1170,Laptop,1830.0,2250.0,1,4,1,2941,321,1.83,Intel,Intel Celeron,Celeron N2940,FCBGA1170,Laptop,1.83,2.25,,
1570,Intel Celeron N3000 @ 1.04GHz,,4.0,2015-08-01,FCBGA1170,Laptop,1040.0,2080.0,1,2,1,3384,22,1.04,Intel,Intel Celeron,Celeron N3000,FCBGA1170,Laptop,1.04,2.08,,
1571,Intel Celeron N3010 @ 1.04GHz,,4.0,2016-11-01,FCBGA1170,Laptop,1040.0,2240.0,1,2,1,3441,24,1.04,Intel,Intel Celeron,Celeron N3010,FCBGA1170,Laptop,1.04,2.24,,
1572,Intel Celeron N3050 @ 1.60GHz,170.0,6.0,2015-07-01,FCBGA1170,Laptop,1600.0,2160.0,1,2,1,3398,797,1.6,Intel,Intel Celeron,Celeron N3050,FCBGA1170,Laptop,1.6,2.16,0.050029429075927015,85.0
1573,Intel Celeron N3060 @ 1.60GHz,282.0,6.0,2016-04-01,Unknown,Laptop,1600.0,2480.0,1,2,1,3331,741,1.6,Intel,Intel Celeron,Celeron N3060,Unknown,Laptop,1.6,2.48,0.08465926148303812,141.0
1574,Intel Celeron N3150 @ 1.60GHz,,6.0,2015-07-01,FCBGA1170,Laptop,1600.0,2080.0,1,4,1,2787,317,1.6,Intel,Intel Celeron,Celeron N3150,FCBGA1170,Laptop,1.6,2.08,,
1575,Intel Celeron N3160 @ 1.60GHz,349.0,6.0,2016-06-01,FCBGA1170,Laptop,1600.0,2240.0,1,4,1,2844,140,1.6,Intel,Intel Celeron,Celeron N3160,FCBGA1170,Laptop,1.6,2.24,0.12271448663853728,87.2
1576,Intel Celeron N3350 @ 1.10GHz,275.49,6.0,2016-11-01,FCBGA1296,Laptop,1100.0,2400.0,1,2,1,2871,792,1.1,Intel,Intel Celeron,Celeron N3350,FCBGA1296,Laptop,1.1,2.4,0.09595611285266457,137.7
1577,Intel Celeron N3450 @ 1.10GHz,185.08,6.0,2016-12-01,FCBGA1296,Laptop,1100.0,2200.0,1,4,1,2271,494,1.1,Intel,Intel Celeron,Celeron N3450,FCBGA1296,Laptop,1.1,2.2,0.08149713782474681,46.3
1578,Intel Celeron N4000 @ 1.10GHz,107.0,6.0,2018-04-01,FCBGA1090,Laptop,1100.0,2600.0,1,2,1,2629,632,1.1,Intel,Intel Celeron,Celeron N4000,FCBGA1090,Laptop,1.1,2.6,0.04069988588817041,53.5
1579,Intel Celeron N4000C @ 1.10GHz,,6.0,2019-12-01,FCBGA1090,Laptop,1100.0,2600.0,1,2,1,2658,10,1.1,Intel,Intel Celeron,Celeron N4000C,FCBGA1090,Laptop,1.1,2.6,,
1580,Intel Celeron N4020 @ 1.10GHz,,6.0,2020-03-01,FCBGA1090,Laptop,1100.0,2800.0,1,2,1,2523,374,1.1,Intel,Intel Celeron,Celeron N4020,FCBGA1090,Laptop,1.1,2.8,,
1581,Intel Celeron N4020C @ 1.10GHz,,6.0,2022-07-01,FCBGA1090,"Laptop, Mobile/Embedded",1100.0,2800.0,1,2,1,2502,7,1.1,Intel,Intel Celeron,Celeron N4020C,FCBGA1090,Embedded/IoT,1.1,2.8,,
1582,Intel Celeron N4100 @ 1.10GHz,107.0,6.0,2018-05-01,FCBGA1090,Laptop,1100.0,2400.0,1,4,1,2020,362,1.1,Intel,Intel Celeron,Celeron N4100,FCBGA1090,Laptop,1.1,2.4,0.05297029702970297,26.8
1583,Intel Celeron N4120 @ 1.10GHz,,6.0,2020-01-01,FCBGA1090,Laptop,1100.0,2600.0,1,4,1,1981,143,1.1,Intel,Intel Celeron,Celeron N4120,FCBGA1090,Laptop,1.1,2.6,,
1584,Intel Celeron N4500 @ 1.10GHz,,6.0,2021-03-01,FCBGA1338,Mobile/Embedded,1100.0,2800.0,1,2,1,2257,53,1.1,Intel,Intel Celeron,Celeron N4500,FCBGA1338,Embedded/IoT,1.1,2.8,,
1585,Intel Celeron N4505 @ 2.00GHz,,10.0,2022-02-01,FCBGA1338,Mobile/Embedded,2000.0,2900.0,1,2,1,2044,2,2.0,Intel,Intel Celeron,Celeron N4505,FCBGA1338,Embedded/IoT,2.0,2.9,,
1586,Intel Celeron N5095 @ 2.00GHz,,15.0,2021-08-01,FCBGA1338,Desktop,2000.0,,1,4,1,1506,20,2.0,Intel,Intel Celeron,Celeron N5095,FCBGA1338,Desktop,2.0,,,
1587,Intel Celeron N5095A @ 2.00GHz,,15.0,2022-03-01,FCBGA1338,Desktop,2000.0,2900.0,1,4,1,1448,17,2.0,Intel,Intel Celeron,Celeron N5095A,FCBGA1338,Desktop,2.0,2.9,,
1588,Intel Celeron N5100 @ 1.10GHz,,6.0,2021-05-01,FCBGA1338,Laptop,1100.0,2800.0,1,4,1,1669,93,1.1,Intel,Intel Celeron,Celeron N5100,FCBGA1338,Laptop,1.1,2.8,,
1589,Intel Celeron N5105 @ 2.00GHz,299.0,10.0,2021-06-01,FCBGA1338,Mobile/Embedded,2000.0,2900.0,1,4,1,1487,156,2.0,Intel,Intel Celeron,Celeron N5105,FCBGA1338,Embedded/IoT,2.0,2.9,0.20107599193006054,74.8
1590,Intel Celeron N6210 @ 1.20GHz,54.0,6.5,2022-10-01,Unknown,Mobile/Embedded,1200.0,2600.0,1,2,1,2456,1,1.2,Intel,Intel Celeron,Celeron N6210,Unknown,Embedded/IoT,1.2,2.6,0.021986970684039087,27.0
1591,Intel Celeron N6211 @ 1.20GHz,54.0,6.5,2021-04-01,FCBGA1493,Mobile/Embedded,1200.0,3000.0,1,2,1,2130,2,1.2,Intel,Intel Celeron,Celeron N6211,FCBGA1493,Embedded/IoT,1.2,3.0,0.02535211267605634,27.0
1592,Intel Celeron P4500 @ 1.87GHz,,35.0,2010-08-01,PGA988A,Laptop,1870.0,,1,2,1,3161,16,1.87,Intel,Intel Celeron,Celeron P4500,PGA988A,Laptop,1.87,,,
1593,Intel Celeron P4505 @ 1.87GHz,,35.0,2010-03-01,BGA1288,Laptop,1870.0,,1,2,1,3297,2,1.87,Intel,Intel Celeron,Celeron P4505,BGA1288,Laptop,1.87,,,
1594,Intel Celeron P4600 @ 2.00GHz,,35.0,2011-02-01,PGA988A,Laptop,2000.0,,1,2,1,3096,66,2.0,Intel,Intel Celeron,Celeron P4600,PGA988A,Laptop,2.0,,,
1595,Intel Celeron SU2300 @ 1.20GHz,,10.0,2009-10-01,BGA956,Laptop,1200.0,,1,2,1,3544,65,1.2,Intel,Intel Celeron,Celeron SU2300,BGA956,Laptop,1.2,,,
1596,Intel Celeron T1600 @ 1.66GHz,19.99,35.0,2009-01-01,Unknown,Laptop,1660.0,,1,2,1,3483,70,1.66,Intel,Intel Celeron,Celeron T1600,Unknown,Laptop,1.66,,0.0057393051966695375,10.0
1597,Intel Celeron U1900 @ 1.99GHz,,0.0,2015-09-01,Unknown,Unknown,1990.0,,1,4,1,2958,1,1.99,Intel,Intel Celeron,Celeron U1900,Unknown,Desktop,1.99,,,
1598,Intel Celeron U3400 @ 1.07GHz,,18.0,2010-09-01,BGA1288,Laptop,1070.0,,1,2,1,3532,14,1.07,Intel,Intel Celeron,Celeron U3400,BGA1288,Laptop,1.07,,,
1599,Intel Celeron U3600 @ 1.20GHz,,18.0,2011-02-01,BGA1288,Laptop,1200.0,,1,2,1,3443,25,1.2,Intel,Intel Celeron,Celeron U3600,BGA1288,Laptop,1.2,,,
1600,Intel Core 860 @ 2.80GHz,270.0,0.0,2010-01-01,Unknown,Unknown,2800.0,,1,4,2,1885,2,2.8,Intel,Specialized/Generic ARM,Core 860,Unknown,Unknown,2.8,,0.14323607427055704,67.5
1601,Intel Core Duo L2300 @ 1.50GHz,,15.0,2010-02-01,BGA479,Desktop,1500.0,,1,2,1,3619,3,1.5,Intel,Specialized/Generic ARM,Core Duo L2300,BGA479,Desktop,1.5,,,
1602,Intel Core Duo L2400 @ 1.66GHz,,15.0,2009-05-01,BGA479,Laptop,1660.0,,1,2,1,3661,25,1.66,Intel,Specialized/Generic ARM,Core Duo L2400,BGA479,Laptop,1.66,,,
1603,Intel Core Duo L2500 @ 1.83GHz,,15.0,2009-03-01,BGA479,Laptop,1830.0,,1,2,1,3594,5,1.83,Intel,Specialized/Generic ARM,Core Duo L2500,BGA479,Laptop,1.83,,,
1604,Intel Core Duo T2050 @ 1.60GHz,,31.0,2008-12-01,PGA478,Desktop,1600.0,,1,2,1,3696,129,1.6,Intel,Specialized/Generic ARM,Core Duo T2050,PGA478,Desktop,1.6,,,
1605,Intel Core Duo T2250 @ 1.73GHz,,31.0,2009-03-01,PGA478,Laptop,1730.0,,1,2,1,3662,161,1.73,Intel,Specialized/Generic ARM,Core Duo T2250,PGA478,Laptop,1.73,,,
1606,Intel Core Duo T2300 @ 1.66GHz,,31.0,2009-03-01,BGA479,Laptop,1660.0,,1,2,1,3683,333,1.66,Intel,Specialized/Generic ARM,Core Duo T2300,BGA479,Laptop,1.66,,,
1607,Intel Core Duo T2350 @ 1.86GHz,,31.0,2009-03-01,PGA478,Laptop,1860.0,,1,2,1,3624,59,1.86,Intel,Specialized/Generic ARM,Core Duo T2350,PGA478,Laptop,1.86,,,
1608,Intel Core Duo T2400 @ 1.83GHz,16.0,31.0,2009-03-01,BGA479,Laptop,1830.0,,1,2,1,3646,302,1.83,Intel,Specialized/Generic ARM,Core Duo T2400,BGA479,Laptop,1.83,,0.004388370817334065,8.0
1609,Intel Core Duo T2450 @ 2.00GHz,,31.0,2009-03-01,PGA478,Laptop,2000.0,,1,2,1,3593,60,2.0,Intel,Specialized/Generic ARM,Core Duo T2450,PGA478,Laptop,2.0,,,
1610,Intel Core Duo T2500 @ 2.00GHz,119.99,31.0,2009-03-01,BGA479,Laptop,2000.0,,1,2,1,3586,146,2.0,Intel,Specialized/Generic ARM,Core Duo T2500,BGA479,Laptop,2.0,,0.033460680423870605,60.0
1611,Intel Core Duo T2600 @ 2.16GHz,,31.0,2009-03-01,BGA479,Laptop,2160.0,,1,2,1,3551,68,2.16,Intel,Specialized/Generic ARM,Core Duo T2600,BGA479,Laptop,2.16,,,
1612,Intel Core Duo T2700 @ 2.33GHz,,31.0,2009-02-01,BGA479,Laptop,2330.0,,1,2,1,3503,11,2.33,Intel,Specialized/Generic ARM,Core Duo T2700,BGA479,Laptop,2.33,,,
1613,Intel Core Duo U2400 @ 1.06GHz,,9.0,2009-03-01,BGA479,Laptop,1060.0,,1,2,1,3792,6,1.06,Intel,Specialized/Generic ARM,Core Duo U2400,BGA479,Laptop,1.06,,,
1614,Intel Core Duo U2500 @ 1.20GHz,,9.0,2009-02-01,BGA479,Laptop,1200.0,,1,2,1,3849,34,1.2,Intel,Specialized/Generic ARM,Core Duo U2500,BGA479,Laptop,1.2,,,
1615,Intel Core i3-1000NG4 @ 1.10GHz,,9.0,2020-05-01,BGA1526,Laptop,1100.0,3200.0,1,2,2,1552,108,1.1,Intel,Intel Core i-Series,Core i3-1000NG4,BGA1526,Laptop,1.1,3.2,,
1616,Intel Core i3-1005G1 @ 1.20GHz,281.0,15.0,2019-09-01,FCBGA1526,Laptop,1200.0,3400.0,1,2,2,1331,813,1.2,Intel,Intel Core i-Series,Core i3-1005G1,FCBGA1526,Laptop,1.2,3.4,0.21111945905334334,140.5
1617,Intel Core i3-10100 @ 3.60GHz,104.0,65.0,2020-05-01,FCLGA1200,Desktop,3600.0,4300.0,1,4,2,832,813,3.6,Intel,Intel Core i-Series,Core i3-10100,LGA1200,Desktop,3.6,4.3,0.125,26.0
1618,Intel Core i3-10100E @ 3.20GHz,125.0,65.0,2021-11-01,FCLGA1200,"Desktop, Mobile/Embedded",3200.0,3800.0,1,4,2,879,1,3.2,Intel,Intel Core i-Series,Core i3-10100E,LGA1200,Embedded/IoT,3.2,3.8,0.1422070534698521,31.2
1619,Intel Core i3-10100F @ 3.60GHz,75.99,65.0,2020-10-01,FCLGA1200,Desktop,3600.0,4300.0,1,4,2,830,825,3.6,Intel,Intel Core i-Series,Core i3-10100F,LGA1200,Desktop,3.6,4.3,0.09155421686746987,19.0
1620,Intel Core i3-10100T @ 3.00GHz,122.0,35.0,2020-07-01,FCLGA1200,Laptop,3000.0,3800.0,1,4,2,966,57,3.0,Intel,Intel Core i-Series,Core i3-10100T,LGA1200,Laptop,3.0,3.8,0.12629399585921325,30.5
1621,Intel Core i3-10100TE @ 2.30GHz,138.0,35.0,2022-10-01,LGA 1200,Mobile/Embedded,2300.0,3600.0,1,4,2,901,1,2.3,Intel,Intel Core i-Series,Core i3-10100TE,LGA1200,Embedded/IoT,2.3,3.6,0.15316315205327413,34.5
